Image,x0,y0,x1,y1
264c96024.jpg,37,210,994,481
75c623df4.jpg,67,177,975,423
2d43e205a.jpg,176,234,864,457
cb3dd838f.jpg,8,8,1043,248
295691261.jpg,28,205,684,462
3481cc906.jpg,0,5,1049,401
40cb8db0b.jpg,0,61,673,270
159756873.jpg,8,8,1041,287
94cb521fb.jpg,12,78,1035,525
683d6e86f.jpg,21,153,1002,509
a6b521a21.jpg,6,181,1024,466
83fad1bd7.jpg,7,11,1041,339
b7a4cc133.jpg,38,32,1032,491
6ef1c961e.jpg,47,145,1045,655
b4ce68f1a.jpg,0,95,516,214
2e8981a78.jpg,0,46,1049,394
eecdab581.jpg,367,254,763,539
e97aed73f.jpg,87,191,918,467
3acb302fb.jpg,8,204,1031,549
826250568.jpg,0,83,1027,453
7589006ca.jpg,0,111,699,370
914273766.jpg,32,27,1028,201
84702f481.jpg,17,17,940,316
b36da6f7c.jpg,25,211,1011,474
49217aba0.jpg,10,125,1049,409
b73c7139b.jpg,178,223,956,467
995c8d809.jpg,35,122,1049,368
4267f88ab.jpg,0,6,1015,344
1160292bd.jpg,4,370,1035,510
cce87492e.jpg,29,84,842,413
9e3f68104.jpg,0,53,1038,428
4366d2de0.jpg,11,215,1028,447
ddb537ff2.jpg,201,223,879,461
278c761ca.jpg,18,105,1033,394
337559f2b.jpg,0,22,823,395
463451db0.jpg,17,148,1040,441
2832cf1d5.jpg,0,181,895,458
a80e77380.jpg,34,172,890,383
c007e9745.jpg,0,112,694,301
4a4f5eadb.jpg,16,65,1041,370
49d6fcfb6.jpg,24,127,871,372
f6e29cdf6.jpg,18,30,1045,368
80a1eb58f.jpg,6,298,1029,503
40230c4e6.jpg,0,109,1049,417
f4e9f8d1c.jpg,39,168,1021,418
902e2b61d.jpg,20,61,1034,489
17c2e7263.jpg,32,146,868,323
3845a4ae7.jpg,22,241,1036,504
77738baf5.jpg,60,137,947,352
ac6290ae4.jpg,4,207,1028,315
e984f6548.jpg,22,197,1039,570
d08c049d4.jpg,85,222,994,426
8b45ed9ec.jpg,37,178,1036,617
980da1ef5.jpg,11,163,1043,510
39aec91e3.jpg,28,153,912,367
c380e4b8c.jpg,5,209,816,351
10f981092.jpg,46,30,1000,372
2aa548710.jpg,32,28,1032,363
07ba8f748.jpg,92,69,2963,391
d0d82925f.jpg,13,45,1033,385
b73c64b72.jpg,39,75,1020,460
051fd9a67.jpg,13,45,1036,365
3960bd86b.jpg,12,273,1037,623
33901af33.jpg,15,67,1035,285
b6fe626c6.jpg,28,111,689,376
69647c7ce.jpg,7,11,1049,249
448f41d8e.jpg,3,18,526,357
3090d3069.jpg,17,101,1049,443
2737afe31.jpg,194,58,976,699
281814fa6.jpg,0,30,1049,699
40d25e635.jpg,36,105,1005,409
a89b7798c.jpg,15,139,1036,420
bcf9f9d48.jpg,8,7,1039,297
3cd0217f2.jpg,69,107,982,370
3f62ac608.jpg,494,86,806,213
3f351d2c5.jpg,19,171,1033,407
b0558d1ec.jpg,281,319,546,421
de52bea5b.jpg,48,92,944,394
bf81e98b0.jpg,68,190,993,521
3b24e0a2d.jpg,6,15,371,182
f9e5428f8.jpg,20,48,531,182
0f443ae12.jpg,15,101,684,274
36129cf58.jpg,20,107,1035,464
fc7e96519.jpg,0,135,1049,444
914cf3d3c.jpg,17,65,1027,402
09cacb84d.jpg,35,30,1018,364
844e7735f.jpg,12,150,1028,438
6e1fcdcb7.jpg,10,15,1047,555
108675e00.jpg,0,120,1049,380
3673a0bc5.jpg,14,149,995,366
7bfe21345.jpg,0,28,1012,480
6b9ccfeb9.jpg,24,127,787,304
c59c50a82.jpg,41,52,994,393
f36ec15ff.jpg,41,163,937,413
5803e5110.jpg,0,150,954,466
68f03272f.jpg,9,285,1020,489
11ae4089c.jpg,37,62,977,331
5401ab3e7.jpg,168,192,885,379
b51f22cad.jpg,0,236,696,427
a4d1000c4.jpg,3,15,1049,426
afdb1c61e.jpg,55,73,1012,319
529b6738c.jpg,0,6,943,482
80dff8918.jpg,0,114,1044,532
b27ab0471.jpg,0,62,997,599
14659b5f5.jpg,222,322,813,469
533f96782.jpg,7,26,744,292
d1a497010.jpg,76,68,916,399
506f96c18.jpg,28,73,1002,274
db087a6a0.jpg,62,90,1002,489
4cc7c734b.jpg,89,161,875,447
531286752.jpg,166,155,938,448
e9007353e.jpg,23,30,1011,442
0d04e9855.jpg,82,197,895,404
a50a4929e.jpg,0,95,1046,334
18a26f162.jpg,47,177,1019,524
e77ed85e1.jpg,25,6,598,250
399648595.jpg,0,44,699,322
93df48307.jpg,0,0,1047,385
978722f8a.jpg,28,191,1731,527
fc8a468b3.jpg,16,22,1030,285
52e07ace4.jpg,8,184,863,439
395bd665c.jpg,12,14,672,286
8619ac6dd.jpg,9,3,1049,277
a58bc3512.jpg,16,78,1049,379
2e0f1128d.jpg,27,159,1014,462
e53a1746e.jpg,15,77,1049,438
75a58599d.jpg,41,93,983,328
8bc09cb47.jpg,18,15,1029,284
e63b99d75.jpg,8,37,1049,599
1fcbfe27e.jpg,70,171,967,447
b0323ca44.jpg,17,119,1038,445
6592a0450.jpg,14,92,913,329
8ef1ead7b.jpg,59,202,915,492
f2d68467c.jpg,4,17,350,136
335648b8e.jpg,0,17,732,274
e46151a70.jpg,72,19,1033,507
58b1d81e0.jpg,3,14,1049,317
893c0b0cf.jpg,11,16,160,65
6eb58cbba.jpg,5,3,1041,197
942ab5de3.jpg,28,229,780,426
a11956dff.jpg,5,70,685,316
76f86d2fd.jpg,3,9,462,191
9e1c17dcf.jpg,18,128,1030,362
43caab2b3.jpg,22,34,1025,325
db0e1f4f8.jpg,6,5,1049,540
b1cc2e8c1.jpg,11,20,1039,267
255d3a54a.jpg,7,135,692,333
1ddec56e7.jpg,10,22,1027,435
f0291f594.jpg,65,110,1008,369
ff98d14ab.jpg,16,15,1026,473
caa9d16a7.jpg,15,49,1030,283
7356f7126.jpg,26,126,678,352
e706b0283.jpg,46,137,961,415
58f47528c.jpg,64,125,977,364
40e83a6c2.jpg,26,119,1028,425
3e2183f33.jpg,55,164,998,394
50e0f92fa.jpg,10,69,1035,449
3d5be11a4.jpg,4,3,696,364
4f9122ed2.jpg,4,3,1044,351
f71494dac.jpg,29,122,825,418
4f8a63220.jpg,0,91,692,458
86f569ed6.jpg,21,17,1035,297
b621544cd.jpg,117,115,908,425
5192f0bcf.jpg,228,227,643,326
10d70d58b.jpg,59,66,934,282
8a3cc1e00.jpg,127,130,935,684
0f8758633.jpg,23,111,673,335
530a1cc6d.jpg,18,31,1044,458
c921ebd2a.jpg,84,223,897,414
28b18c21a.jpg,43,54,971,327
a8f15cc02.jpg,10,67,1039,311
6c63b6e60.jpg,9,281,1040,447
bf206027f.jpg,39,15,1025,232
c9f3eea3b.jpg,25,138,775,368
132da5fcc.jpg,15,16,1033,428
5b22e19c7.jpg,6,169,1049,495
6d828b0d5.jpg,13,243,1041,490
07cea88be.jpg,66,67,964,317
24832c240.jpg,17,110,525,274
d316a9859.jpg,5,204,1049,486
8990c3677.jpg,0,1,1049,312
8aaef0a4f.jpg,0,12,554,244
4c3327da0.jpg,9,7,1049,287
cbc6a9ab5.jpg,6,128,1038,524
061f833ab.jpg,6,123,243,301
6329beb90.jpg,22,32,959,266
cb29e9140.jpg,47,19,660,377
ec4fd7129.jpg,74,79,1010,532
657aae64d.jpg,55,140,992,341
4422da05e.jpg,0,40,1010,377
257c3892a.jpg,14,245,1043,411
90c1dec85.jpg,10,0,664,169
776a26ca3.jpg,91,169,1009,475
b55621c18.jpg,0,37,1017,387
b1e10e854.jpg,24,45,983,387
abeb1cad6.jpg,48,56,999,563
f95f10708.jpg,0,61,1033,414
86556a848.jpg,0,18,1044,398
00464ff65.jpg,20,235,1034,603
5fe2f85db.jpg,89,249,1038,453
e5acf3f1d.jpg,60,43,1016,478
675950d0e.jpg,20,15,1032,494
87b826b3f.jpg,7,253,1049,520
817ed5f3c.jpg,107,206,1003,427
c3c4e0208.jpg,14,28,1032,282
8806a2940.jpg,113,261,907,456
21bc29f7f.jpg,41,248,938,517
e5812ff28.jpg,312,209,711,445
afd0b6456.jpg,15,19,1039,577
4ad73da00.jpg,9,77,684,445
3404d7642.jpg,71,167,927,329
2885ea466.jpg,52,88,980,575
945baf315.jpg,19,34,1049,388
e082dbbc9.jpg,6,105,1026,362
24134b822.jpg,12,337,1033,621
342ed352c.jpg,8,23,1037,424
4b4ad7b38.jpg,43,36,1008,493
32cb6b8ed.jpg,8,71,827,295
22fe6cfca.jpg,31,38,1013,384
bf70f5f82.jpg,3,16,220,68
bfb78085e.jpg,20,26,1020,244
53ea71ce6.jpg,12,105,1028,368
475e6f089.jpg,95,194,1049,401
2321e8f39.jpg,10,12,1032,298
c249c44d5.jpg,0,110,616,208
1f98e33fe.jpg,10,175,1034,377
ec290545f.jpg,9,10,703,313
d916c6dd0.jpg,2,238,652,464
9895c19a9.jpg,16,8,1036,380
07518729f.jpg,23,10,910,492
9f392b088.jpg,0,67,523,287
df0b86ee7.jpg,48,3,1030,330
180056116.jpg,252,131,644,390
8702df06e.jpg,82,176,1010,579
91f63a6af.jpg,29,29,1043,582
2c2da9806.jpg,7,39,466,229
8947a6c1f.jpg,0,191,992,454
589995225.jpg,30,25,1010,357
ce5478045.jpg,17,277,1033,551
13f7c41bb.jpg,27,124,699,243
6aa7f0bfb.jpg,39,171,1006,451
675230b8c.jpg,35,21,1049,325
b6bc5400c.jpg,13,110,1036,322
87ed99bf4.jpg,63,102,1049,508
c72708fc5.jpg,16,165,1049,373
d7a5b1ca4.jpg,96,95,772,324
8d62f3aa5.jpg,18,8,814,229
b8de9430a.jpg,105,73,671,238
e10c8e85c.jpg,16,85,449,246
9df184852.jpg,14,78,981,245
944070b65.jpg,0,0,1041,311
52d15a86f.jpg,9,17,1049,307
891c84831.jpg,54,51,989,551
55b03d783.jpg,0,9,1029,363
95bec8576.jpg,37,13,1019,285
d6dfd0578.jpg,32,14,791,333
c63a2c91a.jpg,43,136,1024,422
dd457d9f9.jpg,22,24,1025,441
c10e52185.jpg,0,10,1049,519
545874c14.jpg,139,83,1048,436
f5c550525.jpg,55,134,990,538
ffad62503.jpg,87,151,984,405
71bbacbf3.jpg,66,194,975,394
3e075cbab.jpg,51,83,979,485
5d85d10e6.jpg,71,42,986,443
ec0a3982c.jpg,0,153,988,413
c1f527321.jpg,17,251,1017,488
e488e316d.jpg,0,105,1004,354
7cccb8276.jpg,29,25,742,437
ba00e4fd5.jpg,20,30,602,163
e54b97f97.jpg,14,175,977,402
75e6ce1ce.jpg,0,228,1049,530
68702eff2.jpg,10,25,1041,378
e78f2eac0.jpg,46,53,694,359
cb8f9e88b.jpg,16,10,1017,329
dba5ab6f0.jpg,5,6,1042,321
a418e5709.jpg,14,111,1025,375
5955b6552.jpg,100,122,953,524
f1fce3089.jpg,239,37,1018,308
8b0ce154f.jpg,6,15,1025,413
2bb72ceef.jpg,10,54,639,313
ab8470e31.jpg,131,62,951,355
0d8b25dc8.jpg,16,158,682,371
de7e9121e.jpg,24,36,1014,253
dc5fd803b.jpg,0,0,1006,303
8e5c457fa.jpg,7,0,1037,290
2949e3044.jpg,22,22,1033,398
ffaba39d4.jpg,27,133,1033,528
7540df27f.jpg,14,18,1034,237
8423edfea.jpg,14,14,898,353
ecf91f080.jpg,37,9,1305,320
5b5149e8f.jpg,14,8,1025,225
ad76691b5.jpg,8,184,880,341
85b93fb7a.jpg,152,43,993,362
3bd053824.jpg,0,0,1049,363
78667066e.jpg,6,1,1031,313
859a2336b.jpg,96,21,893,417
35eed94ca.jpg,33,147,1049,634
9f9274d7a.jpg,28,146,1008,413
518140789.jpg,0,2,766,198
444d1299e.jpg,10,118,858,485
77674d4e4.jpg,0,133,691,317
64df5faae.jpg,48,94,1034,447
43f973aec.jpg,14,23,639,440
42a6587b4.jpg,67,16,975,427
fc505b1fe.jpg,51,62,980,432
e39e15075.jpg,19,121,1025,350
ff5aab0b1.jpg,5,193,776,382
4b01ee811.jpg,75,14,1005,430
d9551b6ad.jpg,16,171,904,466
af1c7f65a.jpg,0,146,832,370
9d46e55cf.jpg,18,172,1775,417
75c7f799b.jpg,47,197,985,335
eebff9541.jpg,0,64,1046,328
006500b3d.jpg,0,16,1035,282
e9fec27e1.jpg,32,57,797,275
6c12615cb.jpg,67,246,984,466
d4ef1eb25.jpg,19,35,605,268
47f63a55d.jpg,31,226,1024,497
d40a1e776.jpg,66,146,826,395
cf950192e.jpg,10,13,1040,375
51d2dd610.jpg,85,184,1012,483
81ff079fa.jpg,131,129,3759,399
b407295bf.jpg,46,112,948,478
abd4c21df.jpg,12,10,1041,261
df52427cd.jpg,0,18,560,212
7040c531c.jpg,12,145,735,397
7107a55b8.jpg,40,147,1026,655
556416e64.jpg,64,50,635,422
57703d4ea.jpg,111,0,857,468
5ada2cfbb.jpg,19,179,986,479
24af3682a.jpg,47,61,992,384
b4d9644a7.jpg,228,27,688,513
b553a216e.jpg,7,110,870,449
4994ab613.jpg,11,26,1028,421
981e6e420.jpg,5,23,1035,270
d6df97157.jpg,17,15,1037,282
3b5be27a6.jpg,10,12,923,356
44818fe41.jpg,103,105,924,562
874020d90.jpg,11,126,1033,338
d92f5ba9a.jpg,85,119,925,436
ba246b782.jpg,25,92,1024,413
3a10b7d96.jpg,0,40,1049,404
5cd62b399.jpg,0,15,668,380
6bd133ac9.jpg,0,68,1043,449
55ec6cb34.jpg,43,143,708,276
461bf48f4.jpg,0,53,1046,300
2061b02a7.jpg,21,40,1024,329
97fcad729.jpg,7,7,1049,440
8c777dd58.jpg,0,4,1040,631
0e2cf96c6.jpg,0,80,667,277
1a4fb66ea.jpg,11,14,1035,292
2b0e18a8a.jpg,24,47,1018,474
c3de3a069.jpg,0,122,993,516
4e3a3f169.jpg,48,155,980,347
ff86fe8c4.jpg,78,176,965,464
e83789bec.jpg,29,102,1014,407
739eb314d.jpg,8,8,1045,444
cd437a15c.jpg,99,120,869,651
62d49fd91.jpg,0,134,958,698
2eceef6f9.jpg,24,83,1037,449
882d4b828.jpg,24,71,800,399
6a446a2fa.jpg,168,84,783,589
36935beb9.jpg,10,18,1042,490
a023df25c.jpg,168,73,860,235
5d2849847.jpg,20,121,699,363
daeca1883.jpg,16,42,743,415
a5212d985.jpg,0,166,884,384
2a6b64f49.jpg,25,48,498,244
7fa8ca1a9.jpg,3,11,1039,325
664bbd43e.jpg,11,143,859,299
13baf1380.jpg,24,46,1038,453
53f2dd9f3.jpg,20,175,808,427
e2daae0fc.jpg,44,100,999,637
76b5c6df1.jpg,21,76,685,369
b547e77df.jpg,39,61,1008,376
299392c14.jpg,0,8,696,182
eb4c72085.jpg,173,228,959,488
4fa515fc2.jpg,56,73,586,393
aa903da4c.jpg,0,8,1049,343
80c834dc1.jpg,4,13,1049,687
0139248b7.jpg,18,196,1005,483
5e6641aa3.jpg,69,27,1023,520
541d48108.jpg,8,14,1037,292
522637262.jpg,20,27,1027,434
9fa2a2687.jpg,14,0,1017,263
9a6a4a1c5.jpg,357,324,555,401
8083bacc0.jpg,8,190,985,578
a7aaffb1b.jpg,23,12,1046,267
5fde7997e.jpg,4,67,687,357
37b2f4505.jpg,0,0,1049,494
c91de4093.jpg,118,150,938,390
7f5cb7222.jpg,18,62,1035,409
80e89555b.jpg,42,81,1049,371
1efd1c049.jpg,62,189,1015,332
2ab410d32.jpg,92,18,961,578
6f02e5410.jpg,132,152,982,364
9d15cdcb4.jpg,16,27,1031,386
88f100e66.jpg,20,38,1033,320
ec6546567.jpg,23,83,1016,528
3afb1da57.jpg,30,83,617,265
b1701d305.jpg,5,5,1041,320
aaf77f0f6.jpg,9,13,1030,465
73a824f74.jpg,0,274,957,523
8a88b9fe8.jpg,0,0,669,382
943d4abe9.jpg,31,45,1025,397
9526cc327.jpg,0,146,1049,379
e38e98dc2.jpg,106,147,587,396
bdbb73222.jpg,0,54,797,480
6130d6c6a.jpg,14,83,872,302
810b07b13.jpg,0,87,699,456
ab061fbae.jpg,0,134,1029,387
03bb68e77.jpg,17,127,1045,473
70edb25ce.jpg,8,140,871,405
1d8fe1e99.jpg,11,20,591,154
5b06c2861.jpg,39,207,921,503
911a56240.jpg,160,242,856,432
3402d80aa.jpg,0,32,1049,418
2bdfe0352.jpg,15,86,1028,382
2949b6643.jpg,107,236,951,404
cf3308136.jpg,0,7,944,479
ed135b296.jpg,24,0,1046,470
73cd730e8.jpg,22,45,1016,305
19308a3f1.jpg,18,13,1041,169
1f2a7f4c1.jpg,51,36,667,304
7afa401c8.jpg,0,218,1075,464
fe11bc0bf.jpg,11,80,689,442
b9f6f18b9.jpg,9,255,1038,614
1cc6523fc.jpg,15,257,1030,583
710f0cb50.jpg,7,162,1010,525
c291f310d.jpg,30,203,999,480
0f034a658.jpg,26,60,1049,494
2cc7e409a.jpg,24,122,1002,350
de67be13d.jpg,57,146,1008,353
aeeda8a94.jpg,57,76,912,551
f67ca6128.jpg,8,23,524,204
7ebf66bad.jpg,44,21,583,218
2589598a8.jpg,250,56,859,967
5bb19b71c.jpg,14,50,1033,280
896378efc.jpg,40,200,697,310
40d332b8c.jpg,14,89,1032,405
ebd99fee1.jpg,13,151,1035,390
74b09432a.jpg,20,109,1002,422
b812a5dd2.jpg,35,39,492,273
